age,city,department,experience,id,name,performance_score,random_noise,risk_level,salary,success_probability
12,Hyderabad,33,31,129,Name_128,46,-1.895827211184244,0,1,0.29
57,Delhi,,71,130,Name_129,INVALID,0.6333864934595739,0,4,0.72
INVALID,Hyderabad,54,37,131,Name_130,75,-0.3137747381805192,0,60,0.03
59,Delhi,88,6,132,Name_131,INVALID,0.6697433691320188,0,74,0.33
16,Delhi,61,77,133,Name_132,600,1.5360906817387525,0,30,0.56
67,Hyderabad,71,INVALID,134,Name_133,INVALID,0.34082837620807277,1,,INVALID
15,Bhubaneswar,46,55,135,,57,-0.5710214347366208,0,41,0.9
58,Hyderabad,80,50,136,Name_135,49,-0.7728841782744432,0,17,0.65
19,Bhubaneswar,25,80,137,INVALID,69,-1.7232278021717014,0,32,0.3
72,Mumbai,29,22,138,Name_137,18,-1.200439393337678,0,INVALID,0.86
740,Bhubaneswar,,59,139,Name_138,INVALID,-0.9852055649516551,0,99,0.64
71,Delhi,29,51,140,Name_139,18,0.01619959921745637,0,93,0.35
31,Delhi,78,33,141,Name_140,67,2.238201659166948,0,41,2.5
83,Bhubaneswar,310,92,142,Name_141,59,1.1231383324815674,0,74,0.83
53,Hyderabad,94,910,143,Name_142,47,-0.5845231054721833,0,85,
,Delhi,70,69,144,Name_143,87,-0.012154464798839698,0,30,0.56
75,Mumbai,5,17,145,Name_144,6,-1.721870543503989,0,79,0.29
80,Hyderabad,74,9,146,Name_145,,1.187430499389239,0,19,0.91
42,Bhubaneswar,35,35,147,Name_146,INVALID,-0.7086616705007897,0,70,0.81
390,INVALID,40,42,148,Name_147,46,0.6569878741909227,0,80,0.54
2,Delhi,150,72,149,INVALID,6,0.33352164153743663,0,49,0.15
54,Hyderabad,,INVALID,150,Name_149,87,0.3709957404631911,0,510,0.8
28,INVALID,INVALID,INVALID,151,,98,0.18918425488877938,0,23,0.17
64,Bhubaneswar,13,,152,Name_151,,-1.8148639785629992,0,INVALID,0.08
45,Delhi,27,17,153,Name_152,72,-0.08130522990735947,0,21,0.73
76,Hyderabad,58,60,154,Name_153,,-0.8319925225682786,0,12,0.82
INVALID,Hyderabad,66,9,155,Name_154,970,-0.5909179987098316,0,87,0.79
65,Bhubaneswar,,390,156,Name_155,14,-0.12188828085835449,0,,1
64,Mumbai,260,15,157,Name_156,64,-1.01503469615225,0,,1
78,Bhubaneswar,31,51,158,Name_157,57,-0.7120375919076463,0,,0.91
25,INVALID,20,87,159,Name_158,88,1.035885103408223,0,75,0.38
72,,93,9,160,Name_159,92,-1.6693958039417705,0,34,0.21
,Delhi,39,44,161,Name_160,94,0.9499918318585387,0,8,INVALID
64,Bhubaneswar,73,89,162,Name_161,55,-1.0409417421841718,1,1,
54,Delhi,74,78,163,INVALID,58,-0.503802820267665,1,14,0.88
84,INVALID,70,,164,Name_163,51,-0.927169201521408,0,72,0.88
35,Delhi,74,68,165,Name_164,65,-0.12213739260807788,0,85,INVALID
27,Delhi,27,,166,Name_165,21,0.24610766783271507,0,30,0.86
25,Bhubaneswar,93,35,167,Name_166,32,-0.45375262315199794,0,,
,Delhi,98,13,168,Name_167,41,0.38329579953069864,0,63,0.95
17,Mumbai,35,,169,,99,-1.321555120222598,0,,0.73
83,Delhi,,18,170,Name_169,16,0.70610444046575,0,58,
63,,17,,171,,7,-0.8356005092550908,0,15,0.59
56,Mumbai,82,76,172,Name_171,59,2.3956046856718545,0,83,0.17
23,,53,27,173,Name_172,72,-0.6019352697208762,0,90,
46,Bhubaneswar,77,16,174,Name_173,340,0.13656520080041643,0,37,0.14
73,Mumbai,37,23,175,Name_174,77,-1.9207153084560267,0,83,0.64
64,,90,INVALID,176,Name_175,98,1.2245763156258818,0,25,0.18
65,INVALID,68,62,177,Name_176,83,1.7981139544903995,0,,0.26
320,Delhi,6,2,178,Name_177,92,-1.6724050492828575,0,95,0.23
,Bhubaneswar,,510,179,Name_178,980,0.3056888400542035,0,,0.81
6,,1,72,180,INVALID,9,-0.6924640275615971,0,97,0.93
65,Bhubaneswar,,99,181,Name_180,67,-0.20431281982117452,0,25,0.96
23,INVALID,75,97,182,Name_181,33,0.2904200774605187,0,60,0.12
INVALID,Mumbai,1,,183,,95,-0.4201222417496081,0,77,0.55
3,Mumbai,56,63,184,Name_183,31,0.9122815692756373,0,4,0.7
,Bhubaneswar,INVALID,90,185,INVALID,83,-1.8664677650309038,0,61,0.9
84,Hyderabad,5,36,186,,32,-1.0669460043647334,0,70,0.09
INVALID,Hyderabad,92,24,187,Name_186,95,0.17740752663627699,0,15,
,Mumbai,33,81,188,Name_187,97,-0.6974188195246955,0,34,0.64
55,Hyderabad,780,69,189,Name_188,INVALID,-1.7907161626616581,0,75,0.33
10,Mumbai,,,190,Name_189,70,-0.03507518798894997,0,80,0.46
51,Mumbai,31,22,191,Name_190,57,-0.5330799067040044,1,10,0.16
7,Bhubaneswar,79,76,192,,75,-0.5296414218340986,0,68,0.43
85,Delhi,87,,193,Name_192,12,-0.4560095020052918,0,78,
43,Mumbai,INVALID,81,194,Name_193,6,0.37969623385452794,0,18,0.03
70,Mumbai,,34,195,Name_194,49,1.0756711765604234,0,,INVALID
12,Mumbai,57,11,196,Name_195,65,1.3515815762668124,0,71,0.21
47,Delhi,51,39,197,Name_196,99,-0.20296498799575252,0,INVALID,
73,Hyderabad,83,63,198,Name_197,98,0.49885011689809283,0,34,0.53
32,Mumbai,1,INVALID,199,Name_198,81,1.8339070428004332,0,33,0.92
INVALID,Hyderabad,3,38,200,Name_199,47,-0.3954422247510672,0,,0.99
81,Mumbai,96,,201,,30,-0.30635567814898473,0,38,
INVALID,Hyderabad,85,34,202,Name_201,21,-0.27491222019033534,0,95,0.03
78,,,8,203,Name_202,97,-0.5082961329865696,0,42,4.5
50,Bhubaneswar,,93,204,Name_203,,-0.6471719142378527,0,37,
8,Delhi,71,96,205,Name_204,19,0.7757983784233824,0,19,
47,Delhi,9,8,206,Name_205,35,-0.6125940853266733,0,8,0.75
85,Delhi,68,,207,Name_206,64,-0.170511347209567,0,21,0.25
,,67,24,208,,,1.4819154022573633,0,18,1.3
29,Hyderabad,58,,209,Name_208,INVALID,-0.907870168081484,0,52,0.46
74,Hyderabad,680,87,210,Name_209,41,1.909802474747745,0,81,0.25
15,Bhubaneswar,,70,211,,85,1.2753542142185876,0,17,0.77
28,Mumbai,4,9,212,Name_211,97,-1.110637184071634,0,17,0.23
27,Bhubaneswar,10,,213,Name_212,20,1.423349830748234,0,58,0.75
35,Bhubaneswar,8,,214,Name_213,16,-0.43863097544703133,0,18,0.27
57,Bhubaneswar,54,INVALID,215,Name_214,360,0.5024111538405883,0,29,
40,Hyderabad,33,92,216,Name_215,97,1.5447763581471736,0,20,0.52
620,Mumbai,,79,217,Name_216,30,-0.29915038559995666,0,10,
12,Delhi,17,52,218,Name_217,52,-0.028830174644874536,0,760,0.95
560,Delhi,4,,219,Name_218,51,-0.992925557454685,0,1,0.77
16,Delhi,85,59,220,Name_219,71,-0.3455814816282888,0,53,0.52
74,,50,95,221,Name_220,,-1.076245215667701,0,33,0.7
88,Delhi,,8,222,,8,0.2528477304484451,0,88,INVALID
85,,84,97,223,Name_222,89,-0.0023113972887932803,0,390,4.5
13,Bhubaneswar,,17,224,Name_223,1,-0.48386124986247686,0,160,0.23
84,Bhubaneswar,90,95,225,Name_224,70,0.7274978180733006,0,74,0.55
8,Mumbai,24,94,226,INVALID,15,0.06843898683257843,0,34,0.1
88,Bhubaneswar,84,,227,,78,0.1808708719730564,0,53,9.399999999999999
4,,,78,228,Name_227,6,0.33073083380958296,0,15,0.33
10,Delhi,40,24,229,Name_228,,0.9136288689117525,0,55,0.49
,,INVALID,60,230,Name_229,450,0.9460810443161274,0,3,0.91
70,Bhubaneswar,35,,231,,56,0.9988063851891759,1,61,0.97
40,Delhi,,54,232,,50,0.4467209491641669,0,14,0.71
23,Hyderabad,10,96,233,Name_232,94,-0.9963506355322124,0,61,
37,Bhubaneswar,20,73,234,Name_233,30,-0.7290727461783109,0,87,0.56
60,Mumbai,75,INVALID,235,Name_234,95,0.09418641989417115,0,97,0.15
81,Hyderabad,6,24,236,Name_235,,-0.3339473366181727,0,34,0.49
30,Hyderabad,87,80,237,Name_236,3,0.16288596757233909,0,54,0.03
43,Hyderabad,11,53,238,Name_237,,0.024129844119592958,1,73,0.4
,Bhubaneswar,98,8,239,Name_238,880,-0.027588717738102335,0,92,0.29
56,Hyderabad,16,,240,Name_239,,-0.40562184600202505,0,39,0.53
78,,,72,241,Name_240,23,-2.1905202449782015,0,77,0.71
35,Delhi,,50,242,Name_241,87,-0.2754081717524361,1,45,0.61
,Mumbai,78,8,243,Name_242,88,-0.17090236809381784,0,16,
43,Hyderabad,,53,244,Name_243,63,-0.010307466865731125,0,22,0.77
34,Mumbai,61,75,245,Name_244,590,-0.1205480695749253,0,14,0.21
85,Delhi,88,350,246,Name_245,27,-0.08633260939001978,0,54,
820,Hyderabad,48,93,247,Name_246,4,1.263598614489813,0,61,0.22
55,Delhi,90,7,248,Name_247,53,-0.9413300045225899,1,56,0.33
2,Delhi,65,30,249,Name_248,20,-0.24047524808266396,0,70,0.47
71,Hyderabad,24,2,250,Name_249,63,-0.4248569293617335,0,41,0.09
87,Delhi,,750,251,Name_250,89,0.23508675750378985,0,120,0.5
28,Mumbai,81,58,252,Name_251,98,0.23296771062120442,0,64,
86,Delhi,64,3,253,Name_252,99,1.491394114766324,0,29,0.03
75,Hyderabad,38,44,254,Name_253,87,0.36634220577533555,0,14,0.31
13,Bhubaneswar,36,86,255,Name_254,70,-0.9259659520245245,1,750,0.85
INVALID,Mumbai,71,54,256,Name_255,71,-0.16948773435783568,0,18,1
78,Delhi,54,16,257,Name_256,53,-0.001960528678714012,1,63,0.48
79,Hyderabad,17,72,258,Name_257,INVALID,2.0043752266052155,0,23,0.06
34,Delhi,96,13,259,Name_258,83,0.081609563073973,0,,0.26
79,INVALID,INVALID,52,260,Name_259,89,-0.9032677792288043,0,980,0.55
86,Bhubaneswar,7,,261,Name_260,28,-1.5329673533320585,0,77,0.62
16,Hyderabad,59,46,262,Name_261,25,0.9115409156072548,0,59,INVALID
380,Hyderabad,29,58,263,Name_262,120,1.161016067433326,0,91,0.1
,Mumbai,93,4,264,Name_263,62,1.2212821672870149,0,3,0.79
,Mumbai,10,85,265,Name_264,INVALID,0.7699691476568247,0,28,0.06
86,Delhi,97,5,266,Name_265,62,0.7806575993717546,0,2,0.14
87,Mumbai,49,11,267,,46,-0.3330017018766039,0,52,INVALID
17,Bhubaneswar,6,21,268,Name_267,24,0.28563700329190034,0,39,0.37
24,Hyderabad,,35,269,Name_268,32,1.0952810264559976,0,3,0.06
58,Delhi,88,30,270,Name_269,83,1.714115127340247,0,83,0.97
41,Mumbai,29,63,271,Name_270,14,0.16340274238270897,0,39,INVALID
76,Delhi,4,60,272,,62,0.2853670355494891,0,76,0.19
60,Bhubaneswar,71,9,273,Name_272,INVALID,0.07445919350665522,1,88,0.9
60,Mumbai,2,80,274,,67,1.1225006833200732,0,640,0.61
8,Hyderabad,84,53,275,Name_274,26,-0.34210411259046275,0,52,INVALID
42,Bhubaneswar,89,INVALID,276,Name_275,77,1.424912823733268,0,83,0.82
110,Delhi,52,50,277,Name_276,24,-0.628409742439095,0,49,0.43
,Delhi,8,76,278,Name_277,330,1.8277498653257587,0,,0.67
24,,93,24,279,Name_278,980,1.0577820492479049,0,6,0.8
INVALID,Delhi,30,56,280,,91,1.2141040538716585,0,71,INVALID
,Mumbai,66,970,281,Name_280,91,0.9674953666701311,0,62,
880,Hyderabad,3,2,282,Name_281,15,-0.3549045392994328,0,46,0.08
84,Delhi,30,27,283,Name_282,35,0.13066294698177194,0,56,0.34
8,Mumbai,80,63,284,Name_283,2,-0.2921401722069134,1,13,0.11
13,Bhubaneswar,,88,285,Name_284,94,1.2601223783442732,0,9,0.1
6,Hyderabad,84,53,286,,,0.24187042574568793,0,34,10
6,Delhi,INVALID,INVALID,287,,260,-2.1867708706145637,0,75,
18,Hyderabad,,77,288,Name_287,47,-1.813337451741738,0,32,0.28
69,Hyderabad,61,68,289,Name_288,97,0.6149227426681917,0,11,INVALID
28,INVALID,750,990,290,,29,-0.4120641267269624,0,6,0.84
89,Hyderabad,60,92,291,Name_290,1,0.9878790994899955,0,54,0.26
24,Delhi,560,,292,Name_291,61,-0.05791752395918243,0,96,
1,Hyderabad,23,80,293,Name_292,81,-1.612824712785961,0,88,7.7
60,INVALID,96,3,294,INVALID,48,-0.46403248707970346,0,31,0.58
88,Hyderabad,96,41,295,Name_294,29,0.4992349156211411,0,87,0.97
9,Bhubaneswar,INVALID,730,296,Name_295,INVALID,-0.6825274639948908,0,74,0.22
24,Bhubaneswar,INVALID,67,297,Name_296,51,-0.8155404952713624,0,64,0.15
,Bhubaneswar,6,83,298,,98,1.5551418509829276,0,54,0.89
,Delhi,13,31,299,Name_298,98,1.446412656094596,0,970,0.5
INVALID,Hyderabad,53,34,300,Name_299,65,0.07397421690295662,1,54,2.2
14,INVALID,37,61,301,Name_300,46,-0.78280054782432,0,,0.72
76,Bhubaneswar,62,INVALID,302,Name_301,58,-1.0778435843032104,0,,INVALID
36,Mumbai,85,36,303,Name_302,INVALID,-0.445386908111879,0,29,0.86
85,Delhi,13,19,304,Name_303,,-1.1862187239643884,0,,0.56
32,Hyderabad,25,40,305,Name_304,48,0.029028137671504157,0,79,0.26
33,INVALID,55,86,306,Name_305,40,-0.10674993034656394,0,89,0.12
73,Hyderabad,78,83,307,Name_306,60,1.1162205678902255,0,740,0.46
INVALID,Delhi,66,40,308,,93,-0.047264968892770425,0,93,0.95
75,Bhubaneswar,5,94,309,Name_308,86,-0.5044451958106378,0,63,0.36
,Mumbai,30,23,310,Name_309,76,-0.3268977572190468,0,65,0.41
33,Mumbai,7,13,311,Name_310,66,0.8041140605436478,0,,0.85
37,,28,420,312,Name_311,76,-0.3849780620320602,1,2,
80,,54,14,313,,92,0.18511479992521454,0,80,0.51
38,Bhubaneswar,24,INVALID,314,Name_313,56,-0.43554255007054543,0,40,INVALID
15,Mumbai,82,26,315,Name_314,350,1.5139230095636778,0,92,0.71
81,Hyderabad,13,4,316,Name_315,74,0.22295315593844608,0,INVALID,0.45
9,Hyderabad,99,71,317,Name_316,83,-0.6946020192123564,0,81,0.32
540,INVALID,INVALID,68,318,Name_317,41,1.2996518687992271,0,400,0.96
,Mumbai,13,600,319,Name_318,69,-1.4873354852543126,0,10,0.25
47,Mumbai,830,44,320,,78,-1.3904632962406684,0,96,0.97
35,Bhubaneswar,INVALID,,321,,58,0.34659865391641687,0,85,0.72
49,Bhubaneswar,9,10,322,Name_321,,-1.0937235732849317,1,97,0.92
81,Delhi,87,18,323,,78,-1.9689694419145491,0,16,INVALID
1,Delhi,90,64,324,Name_323,920,-0.23023205248833664,0,93,
25,Bhubaneswar,,36,325,Name_324,62,0.6279905632914539,0,57,0.54
21,Hyderabad,61,2,326,Name_325,95,-1.1147441272028702,0,64,0.96
88,Hyderabad,94,510,327,Name_326,71,-1.5417960781372102,0,85,0.48
42,INVALID,35,57,328,Name_327,81,1.1520164168010731,1,3,0.66
27,Hyderabad,96,18,329,Name_328,81,1.2163671539661958,0,,0.71
680,Delhi,33,70,330,Name_329,50,-0.673330263517762,0,INVALID,0.79
29,Mumbai,31,,331,INVALID,74,0.3023999914477864,0,45,0.19
35,Bhubaneswar,INVALID,23,332,Name_331,85,-0.76023231311764,0,,
69,,11,21,333,Name_332,4,-0.35728869340507224,0,28,0.44
490,Delhi,INVALID,INVALID,334,Name_333,98,-0.5261825548700262,0,,0.07
80,Mumbai,89,68,335,Name_334,17,-0.4737797855626484,0,470,0.54
34,Bhubaneswar,15,27,336,Name_335,88,-0.7532875285504647,0,75,0.4
INVALID,Bhubaneswar,80,92,337,Name_336,83,-0.4728259850642517,0,75,0.15
68,INVALID,71,41,338,Name_337,,0.01704650565183761,0,56,0.69
47,Mumbai,45,90,339,Name_338,65,0.17080383866041002,0,93,1
82,Bhubaneswar,35,43,340,Name_339,77,-0.03739916784740759,0,42,0.3
230,Hyderabad,,35,341,Name_340,4,0.10573382046275022,0,INVALID,0.85
49,Delhi,,95,342,Name_341,85,1.4219053077830535,0,2,0.87
40,Bhubaneswar,54,82,343,Name_342,70,-0.9889181927377141,0,42,0.28
INVALID,,92,36,344,Name_343,96,-1.1701673529467542,1,,0.5
140,Delhi,58,67,345,Name_344,77,2.278578664116287,0,26,0.74
10,Mumbai,24,96,346,Name_345,84,-0.6954828675635504,1,8,0.4
82,Bhubaneswar,27,1,347,Name_346,60,-0.4145354390731843,0,62,
22,Delhi,44,,348,Name_347,98,0.4027050036422845,0,40,0.98
83,Delhi,,73,349,Name_348,35,0.4225986036547202,0,18,0.05
19,Bhubaneswar,78,89,350,Name_349,82,1.5376096856642791,0,6,
,Mumbai,41,81,351,Name_350,,-1.259708552249597,0,,0.63
17,Mumbai,INVALID,810,352,Name_351,53,-0.13175874479232347,0,6,0.01
44,Mumbai,38,66,353,Name_352,INVALID,2.1085248855237855,0,87,INVALID
70,Bhubaneswar,54,3,354,Name_353,65,-1.947587444815597,0,74,0.51
21,Delhi,45,61,355,INVALID,82,-0.38838968306281163,0,72,0.48
73,Hyderabad,INVALID,22,356,Name_355,79,-0.30926676241367407,0,96,0.39
INVALID,INVALID,54,68,357,Name_356,12,-0.12421525082299788,0,41,0.42
66,Hyderabad,12,14,358,,,0.07592390316054676,0,67,0.56
20,Mumbai,80,55,359,Name_358,,-0.685680560391952,0,,0.64
51,Mumbai,99,,360,,53,0.7020214346497268,0,83,INVALID
57,Mumbai,84,40,361,Name_360,3,1.194958579889162,0,34,0.57
510,Mumbai,92,33,362,Name_361,69,-1.5049652410367838,0,,INVALID
2,Hyderabad,INVALID,97,363,Name_362,80,0.5066741411444895,0,81,0.43
INVALID,,18,95,364,,,0.7881693961567665,0,950,0.36
220,Bhubaneswar,,INVALID,365,Name_364,67,-1.1848882692377622,0,INVALID,0.82
44,Bhubaneswar,41,74,366,Name_365,52,1.187166768171503,0,,0.28
